Date,PE,PB,ROE,ROA,Price
1/19/2024,3.2598,0.3204,10.3947,0.809,3.59
1/26/2024,3.4854,0.3401,10.3884,0.7859,3.82
2/2/2024,3.4705,0.3376,10.3821,0.7842,3.79
2/9/2024,3.5397,0.3408,10.2052,0.786,3.83
2/16/2024,3.6274,0.3495,10.2018,0.7854,3.93
2/23/2024,3.8164,0.3676,10.1984,0.7849,4.14
3/1/2024,3.7278,0.359,10.1951,0.7844,4.05
3/8/2024,3.7215,0.3583,10.1917,0.7856,4.05
3/15/2024,3.6579,0.352,10.1883,0.7851,3.98
3/22/2024,3.6526,0.3514,10.185,0.7846,3.96
3/29/2024,3.6279,0.3479,10.2022,0.7775,3.94
4/5/2024,3.6541,0.3505,10.1943,0.7736,3.97
4/12/2024,3.6675,0.3516,10.1907,0.7726,3.99
4/19/2024,3.7795,0.3619,10.138,0.7687,4.11
4/26/2024,3.8162,0.3655,10.1357,0.7679,4.15
5/3/2024,3.9654,0.377,10.0722,0.7648,4.28
5/10/2024,4.1829,0.3976,10.0666,0.7614,4.53
5/17/2024,4.3574,0.4133,10.0434,0.7607,4.71
5/24/2024,4.3659,0.4101,9.8863,0.7402,4.66
5/31/2024,4.1555,0.385,9.8009,0.7381,4.42
6/7/2024,4.1683,0.3854,9.7931,0.7371,4.42
6/14/2024,4.0961,0.3784,9.7853,0.7362,4.34
6/21/2024,4.2975,0.3942,9.7775,0.7353,4.52
6/28/2024,4.4114,0.4039,9.7696,0.7254,4.64
7/5/2024,4.4655,0.4086,9.7618,0.7244,4.7
7/12/2024,4.247,0.3881,9.754,0.7233,4.48
7/19/2024,4.0368,0.3685,9.7462,0.7297,4.25
7/26/2024,4.0885,0.3722,9.7383,0.7287,4.31
8/2/2024,4.023,0.3685,9.6681,0.725,4.32
8/9/2024,4.0891,0.3741,9.6479,0.7316,4.39
8/16/2024,4.2986,0.3928,9.6333,0.7305,4.62
8/23/2024,4.3678,0.3987,9.6233,0.7295,4.72
8/30/2024,4.1132,0.3769,9.6137,0.7284,4.49
9/6/2024,3.8721,0.3528,9.5666,0.7189,4.21
9/13/2024,3.8839,0.3531,9.5417,0.7178,4.22
9/20/2024,4.0165,0.3647,9.5315,0.7166,4.39
9/27/2024,4.2962,0.3896,9.5213,0.7155,4.71
10/4/2024,4.412,0.3996,9.5111,0.7143,4.83
10/11/2024,4.3131,0.3889,9.501,0.7132,4.67
10/18/2024,4.437,0.3996,9.4908,0.712,4.79
10/25/2024,4.4033,0.3997,9.4397,0.7339,4.74
11/1/2024,4.4039,0.4002,9.4285,0.7343,4.75
11/8/2024,4.551,0.4159,9.4174,0.733,4.87
11/15/2024,4.3103,0.3942,9.4063,0.7316,4.6
11/22/2024,4.3458,0.3934,9.3355,0.7303,4.58
